Services;Localisation;Region;Auteur;Commentaires;Date;Etoile;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Kikoss Officiel;C'est le pire des Pôle emploi tous avec le sourire tous bien habillé mais quand il s'agit de leurs compétences ça reste à revoir ils ont une aisance à leur poste qui fait qui vous réponde avec arrogance et beaucoup de va voir ailleurs si j'y suis à croire qu'ils ont l'immunité chez Pôle emploi sur ce je vais m'arrêter là car il y a trop de choses à dire;23/05/2019;1;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Rachel Delpeyrou;La dame d un certain âge a l acceuil n est vraiment pas aimable et on dirai qu on la dérange quand on lui demande un conseil..parcontre un jeune garçon qui s occupe des ordinateurs en salle nous aide et de très bonne volonté..c est le paradoxe !!;22/05/2020;2;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Richard Carton;Pour avoir été souvent à l’agence de pôle emploi à TAVERNY, je peux affirmé que le personnel est impliqué et nous accompagne jusqu’au bout de nos démarche.;22/05/2020;5;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;MR BLACK;Le pire pole emploi de tout les départements ils refusent de me donner les allocations et une semaine après ils m'ont donner rdv je croyais qu'ils m'ont trouver un travail mais non c'était pour m'annoncer que j'ai un trop perçu de 1000€ 😏 …;23/05/2018;1;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Hamel Ikhelif;Un grand Merci pour SamuelL entretien téléphonique à été d un  accueil chaleureux et de bcp d aide pour moi ainsi qu à la direction du pôle emploi taverny.... 😊 …;22/05/2020;3;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Steve Landrein;Une conseillère au top Veronique Loy ...elle m’a aidé comme aucun conseiller ne la fait jusqu’à présent il en faudrait plus comme elle.;22/05/2020;5;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Niko Loer;Merci a l'équipe qui est très agréable et efficace de l'accueil au conseiller;22/05/2022;5;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;MOHAMED YAJJOU;Une bonne agence  une conseillère au top  rien n'a ajouter !;23/05/2018;5;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Leana Briere;Leur numéro pas bon, comment on peut les joindre ?!?! C'est n'importe quoi!!!;23/05/2019;1;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Cyn Thia;Acceuil moyen et services qui laissent à désirer !;23/05/2019;2;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Alex Xela;Une agence au top, des conseillers réactifs! merci!;23/05/2018;5;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Lordaxe 95;Un pole emploi a éviter à tout prix;23/05/2019;1;
Pôle emploi;47 Rue de Montmorency, 95150 Taverny;Île-de-France;Lény LAFONTAINE;Du vrai foutage de gueule;23/05/2018;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Djadja hadjih;La prise en charge est plus que déplorable. Des conseillers qui n’écoutent absolument pas les gens qu’ils suivent, réponses presque robotiques aux mails, 0 considération pour les profils jeunes (-25 ans) qui en veulent et qui désirent s’en sortir. On dirait presque qu’ils prennent plaisir à mettre des bâtons dans les roues de ceux qui ne veulent pas finir leur vie conseiller pôle emploi. À fuir au maximum ! Les employés sont si incompétents qu’on se demande comment ils sont embauchés… au hasard ?;23/11/2022;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Louise M;Ils sont irrespectueux, se foutent de votre gueule et des gros menteurs. Ça fait 4 mois qu'ils me disent qu'ils vont régler le problème. J'attend toujours. Des personnes incompétences.Je dois faire leur travail à leur place, une autre agence Pôle emploi était assez surprise que je les appelle à la place de ses collègues du 51 rue Piat.;23/11/2022;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Kristy Z (Lilyade);En 2016, c'était la 1re fois que je m'inscrivais. J'ai visité les locaux et ça m'a paru assez propre et lumineux à l'étage, mais sombre au sous-sol pour les ateliers. En ce qui concerne des conseillers, je suis mitigée. Les conseillers que j'ai pu avoir sont gentils et très conciliants, donne les outils pour qu'on trouve un emploi. Mais lorsqu'on ne trouve rien, on me dit que je devrais changer de métier. Bien évidemment j'avais retrouvé un emploi.Suite à la covid, je décide de prendre du temps et de faire une reconversion, sauf que je me déplace souvent entre Paris et une autre région et fini par quitter Paris. Et là encore le conseiller m'a réprimandé, car je ne l'ai pas informé, SAUF que j'en ai parlé avec eux depuis ma réinscription de mes projets et personne m'a expliqué les démarches à faire.Les conseillers sont là sur le moment, mais lorsqu'on parle d'avenir, il n'y a plus personne et on se fait gronder alors qu'on pensait bien faire.Je recommande quand même le Pôle Emploi - Piat qui donne beaucoup de conseil, d'atelier, d'outils pour trouver un emploi ;;;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Stéphanie Amarre;Je suis inscrite à cette agence, j ai eu auparavant 2 conseillers très à l écoute, très humains et bienveillants, et depuis quelques temps c'est une autre conseillère avec qui la communication ne passe pas du tout, elle est très désagréable , agressive, et n est pas du tout a l'écoute. Comment faire pour demander à changer de conseillere ?? Merci d'avance.;22/05/2021;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Victorine 2201;J'ai eu à faire à 3 conseillés différents dans cette agence;;;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Marc Mayer;Affreux...Le pire pôle emploi de Paris...Prenez un ticket revenez demain panne informatique au guichet d'accueil.Même à la Caf ou au impôts on est mieux accueilli;23/05/2018;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Zeina Haddad;Bonjour,Je voudrais signaler que j'ai été très bien accueillie ce matin dans cette agence .Merci;22/05/2022;5;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;blackops callofduty;aucune pitié, sang froid, pas de solidarité. pense que d'argent.;23/05/2017;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Haidar Rana;Le numéro de téléphone est erroné.merci de le rectifier vers le 3949!!!!!!!!!!!!!!;23/05/2017;1;
Pôle emploi;51 Rue Piat, 75020 Paris;Île-de-France;Sidibe Bakary;Agréable;23/05/2019;3;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Margaux BOURDIER;Je ne sais pas ce qui est le pire chez pôle emploi:- être radier 2 fois car leur site ne fonctionne pas et devoir se réinscrire,- demander des rdv jamais honorés en temps et en heure pour pouvoir suivre une formation,- subir un silence radio de 1 an suite à une demande de financement pour une formation commençant en début décembre. Commencer la formation en décembre, puis 2 jours plus tard (après avoir commencé ma formation) recevoir un appel de pôle emploi me disant qu'il ne financerait pas ma formation (alors que mon dossier était complet depuis près d'1 an). Je tiens à ajouter que j'étais la plus jeune de ma formation et que tout les autre élèves (plus âgé, la majorité avait un travail et gagnaient leur vie depuis un moment) on eu un financement de leur formation par pôle emploi.J'ai du faire 3 boulot en mêmes temps pendant 3 ans pour me payer ma formation.Pôle emploi est juste une arnaque pour les jeunes qui veulent réussir dans leur vie.;22/01/2023;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Angelike R;De très mauvaises expériences avec le centre Pôle Emploi de Clichy. De nombreuses informations manquantes, chaque conseiller a sa manière de procéder et donc mon dossier se retrouve bloqué à chaque étape. Des indemnités qu'il faut supplier pour pouvoir les toucher avec plusieurs semaines de retard. J'ai un statut d'auto-entrepreneur mais en fait il vaut mieux ne pas travailler, sinon les démarches deviennent compliqués et même les conseillers s'y perdent.;24/09/2022;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Christina T;Je suis vraiment choquée du comportement de la personne que j'ai eu au téléphone. Après un accueil parfait au 3949 on me dirige vers ce centre. La personne ne comprenait rien à ma demande pour l'auto entreprise, je lui ai indiqué à plusieurs reprises que l'information était sur leur site et que je souhaitais des précisions. Face à son incapacité à me répondre et mon insistance cette personne a trouvé une excuse pour abréger la conversation en me disant que je lui avais crié dessus alors que ce n'était pas le cas. Elle s'est donc énervée et m'a dit walah vous me criez dessus depuis tout à l'heure alors que ce n'était pas le cas c'est juste que je lui reposais la même question et qu'elle ne savait pas y répondre tout ça pour me raccrocher au nez. Inadmissible, j'espère que vous écouterez l'enregistrement téléphonique qui peut vraiment servir dans ce cas.;22/05/2022;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;SOOK BLK;Pole emploi dans l'ensemble bien entretenue, un conseiler à votre écoute mais avec les nouvelles démarches et les réformes operer ont ce rapproche plus d'un établissement a rentabiliser.Lors de mon entretien on m'avertit avant toute choses que 3 refus de travails=indémnisations sauté......ok pour une 1 er impression quasi froide.En bref j'ai trouver du taff rapidement mais surement pas grace a eux et encore moins avec leurs offres d'emploi sur site.;22/05/2022;3;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Delphine Rolland;Des conseillers très pro, accueillant, a l'écoute et respectueux de la personne. J'ai été reçue par 3 personnes différentes: l'une pour l'inscription, la sde pour les allocations et la 3eme pour la VAE. Venant moi-même du métier de conseillere en insertion, j'ai apprécié le bon etat d'esprit déontologique qui règne dans cette agence. Bravo!;22/05/2021;5;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Adham .durecu;Équipe incompétente !!! à évité de tout prix quitte à faire 30 minutes de transport pour ce diriger vers un autre je vous le conseille très fortement, il y a mois, je suis allé a pole emploi, pour ma première demande d'allocation chômage car je n'ai seulement 18 ans et tout ce qui est administratif je ni connait rien.Très bien accueilli on me propose de s'occuper de mon dossier, 1 mois plus tard apres 5 mail envoyé avec des reponse positif comme quoi l'on s'occuper de mon dossier il fallais attendre.Aujourd'hui je me dirige vers cette fameuse agence, résultat:Je suis radié et désinscrit, ils se sont occuper de RIEN DU TOUT !!!!!!on est jamais mieux servi que par sois même, désormais, je vais m'en occuper solo.DOMMAGE QUE L'ON NE PUISSE PAS METTRE -5 ÉTOILES !!!!;22/05/2020;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Maître Tournedos;Que reste-t-il à dire de Pôle Emploi? Rien. On clique ceux qui perçoivent des allocations chômage et pour les autres... Passez votre chemin. Les chômeurs ne sont là que pour leur donner du travail, c'est l'impression désagréable avec laquelle on en ressort;23/05/2017;2;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Sophie-Anne Zozo;Une étoile c’est beaucoup , j’ai eu une femme exécrable au téléphone qui ne sait pas faire son travail correctement.Cette dame m’a hurlé dessus puis ma raccrocher au nez !Manque de professionnalisme total pour qui ce prend t’elle ???C’est inadmissible d’avoir à faire à des personnes comme ça c’est scandaleux ! A fuir;22/05/2022;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Latifa Chanaiti;Les agents de pôle emploi se croient plus supérieur que les demandeurs d’emploi!!! ,pas pro du tout ,et très compliquer de demander une formation ou contrat pro parce que il faut insister ,soit disant ça peut être refusée !!!!vive la France comme même..;23/05/2018;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Dya Dyana;Vous regarde de haut,te fait sentir misérables car demandeur d emplois, pas souriant, parle fort comme si tu étais un demeurer, j aime pas l impression qui se donne, aucune. Motivation, tu es un numéro et c est tout,;22/05/2022;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;has van;Personnel désagreable et incompetent  qui ne servent pas à grand chose à part le peinture. . Aucun accompagnement à l'insertion pro des demandeurs d'emploi. Encore l'agent de l'état gaspié... Pauvre france..A fuire....;23/05/2018;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Meriem Soltane;6 mois que j’habite a clichy Pas de numero joinable  c’est inadmissible !! J’ai envoyer milles mails a ma conseillere sans aucun retour de réponse .. obliger de se deplacer la bas pour prendre rdv et beh on l’attends toujours le rdv 😡😡😡😡😡😡😡😡😡  pffff aucun professionnalisme !! …;23/05/2019;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Candy Jolie;personnel nul ne connaît pas son travail, on se demande si les conseillers ne sont embauché en emploi fictif;23/05/2018;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Shen;Personnel incompétent que vous soyer demande de emploi ou employeur;23/05/2017;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;MiMi La Culinaire;Toujours pareil...;24/10/2022;2;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;nkendo stars;Accueil chaleureux et responsable. Disponibilité des agents et conseillers.;23/05/2017;5;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Mickaël Fouet;Personnel accueillant et disponible;23/05/2018;5;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Alice 1000;Super agence :);23/05/2018;4;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Moura Icosium;Clichy la garenne;23/05/2018;4;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Valentin Zbub;somnolent;22/05/2022;4;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Faty Ben;Nullllll;23/05/2018;1;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Celia Clara Dos Santos;rapidité de service;23/05/2017;5;
Pôle emploi;23 - 31 Rue Morel, 92110 Clichy;Île-de-France;Jose Gilberto Marin Viveros;bon conseiller;23/05/2018;5;
Pôle emploi;61 Av. Gabriel-Péri, 92600 Asnières-sur-Seine;Île-de-France;Bachir Zerouni;Alors je suis très mécontent de Monsieur Taoufik HAROUACH il ne respect l’engagement d’une réponse dans un délai de 48h dans un premiers temps dans un second temps il ne répond jamais et de plus clôture les conversation. Après 4 mail pour lui expliquer ma situation il ne comprend pas alors que je lui explique de manière claire et simple. Vraiment je suis mécontent et ça fais un moment que ça dure;22/04/2023;1;
